name,code,born
Vadis Odjidja-Ofoe,BEL,1989
Vagner Goncalves,CPV,1996
Vagner Love,BRA,1984
Vahid Selimovic,LUX,1997
Valentin Antov,BUL,2000
Valentin Belon,FRA,1995
Valentin Eysseric,FRA,1992
Valentin Lavigne,FRA,1994
Valentin Mihaila,ROU,2000
Valentin Roberge,CYP,1987
Valentin Rongier,FRA,1994
Valentin Rosier,FRA,1996
Valentin Stocker,SUI,1989
Valentin Vada,ARG,1996
Valentino Lazaro,AUT,1996
Valere Germain,FRA,1990
Valerio Verre,ITA,1994
Valery,ESP,1999
Valmir Nafiu,MKD,1994
Valmir Sulejmani,KVX,1996
Valon Behrami,SUI,1985
Valon Berisha,KVX,1993
Valter Birsa,SVN,1986
Vangelis Moras,GRE,1981
Vanja Milinkovic-Savic,SRB,1997
Vasco Regini,ITA,1990
Vasileios Pavlidis,GRE,2002
Vasilije Janjicic,SUI,1998
Vasilios Zagaritis,GRE,2001
Vasilis Torosidis,GRE,1985
Vasyl Kravets,UKR,1997
Vasyl Pryima,UKR,1991
Vedad Ibisevic,BIH,1984
Vedat Muriqi,KVX,1994
Verza,ESP,1986
Vicente Esquerdo,ESP,1999
Vicente Gomez,ESP,1988
Vicente Guaita,ESP,1987
Vicente Iborra,ESP,1988
Victor Alvarez,ESP,1993
Victor Anichebe,NGA,1988
Victor Camarasa,ESP,1994
Victor Campuzano,ESP,1997
Victor Casadesus,ESP,1985
Victor Chust,ESP,2000
Victor Diaz,ESP,1988
Victor Garcia,ESP,1997
Victor Ibarbo,COL,1990
Victor Laguardia,ESP,1989
Victor Lindelof,SWE,1994
Victor Lopez,ESP,1997
Victor Mollejo,ESP,2001
Victor Montano,COL,1984
Victor Moses,NGA,1990
Victor Obinna,NGA,1987
Victor Osimhen,NGA,1998
Victor Perea,ESP,2000
Victor Perez,ESP,1988
Victor Rodriguez,ESP,1989
Victor Ruiz,ESP,1989
Victor Sanchez,ESP,1987
Victor Valdes,ESP,1982
Victor Wanyama,KEN,1991
Victorien Angban,CIV,1996
Vid Belec,SVN,1990
Vieirinha,POR,1986
Viktor Fischer,DEN,1994
Viktor Kovalenko,UKR,1996
Ville Matti Steinmann,GER,1995
Vincent Aboubakar,CMR,1992
Vincent Bessat,FRA,1985
Vincent Enyeama,NGA,1982
Vincent Janssen,NED,1994
Vincent Kompany,BEL,1986
Vincent Koziello,FRA,1995
Vincent Laurini,FRA,1989
Vincent Le Goff,FRA,1989
Vincent Manceau,FRA,1989
Vincent Marcel,FRA,1997
Vincent Marchetti,FRA,1997
Vincent Muratori,FRA,1987
Vincent Nogueira,FRA,1988
Vincent Pajot,FRA,1990
Vincent Rufli,SUI,1988
Vincent Sierro,SUI,1995
Vincent Thill,LUX,2000
Vincenzo Fiorillo,ITA,1990
Vincenzo Grifo,ITA,1993
Vincenzo Millico,ITA,2000
Vincenzo Rennella,ITA,1988
Vinicius Junior,BRA,2000
Virgil Misidjan,NED,1993
Virgil van Dijk,NED,1991
Virgile Pinson,FRA,1996
Vitalie Damascan,MDA,1999
Vitinha,POR,2000
Vito Mannone,ITA,1988
Vitolo,ESP,1989
Vitor Hugo,BRA,1991
Vitorino Antunes,POR,1987
Vitorino Hilton,BRA,1977
Vittorio Parigini,ITA,1996
Vlad Chiriches,ROU,1989
Vlada Avramov,SRB,1979
Vladimir Coufal,CZE,1992
Vladimir Darida,CZE,1990
Vladimir Golemic,SVN,1991
Vladlen Yurchenko,UKR,1994
Vlatko Stojanovski,MKD,1997
Vukasin Jovanovic,SRB,1996
Vurnon Anita,CUW,1989
Wahbi Khazri,TUN,1991
Wakaso,GHA,1990
Walace,BRA,1995
Waldemar Anton,GER,1996
Waldo Rubio,ESP,1995
Walid Mesloub,ALG,1985
Wallace,BRA,1994
Wallace Oliveira,BRA,1994
Wallyson Mallmann,BRA,1994
Walter Benitez,ARG,1993
Walter Bressan,ITA,1981
Walter Gargano,URU,1984
Walter Montoya,ARG,1993
Wanderson,BRA,1994
Waniss Taibi,FRA,2002
Warren Tchimbembe,CGO,1998
Wataru Endo,JPN,1993
Wayne Hennessey,WAL,1987
Wayne Rooney,ENG,1985
Wayne Routledge,ENG,1985
Weligton Oliveira,BRA,1979
Wellington Silva,BRA,1993
Wendell,BRA,1993
Wes Brown,ENG,1979
Wes Hoolahan,IRL,1982
Wes Morgan,JAM,1984
Wesley Fofana,FRA,2000
Wesley Hoedt,NED,1994
Wesley Lautoa,NCL,1987
Wesley Moraes,BRA,1996
Wesley Moustache,FRA,1999
Wesley Said,FRA,1995
Wesley Sneijder,NED,1984
Weston McKennie,USA,1998
Wilfred Ndidi,NGA,1996
Wilfrid Kaptoum,CMR,1996
Wilfried Bony,CIV,1988
Wilfried Kanga,CIV,1998
Wilfried Moimbe,FRA,1988
Wilfried Singo,CIV,2000
Wilfried Zaha,CIV,1992
Wilfried Zahibo,CTA,1993
Wilitty Younoussa,CMR,2001
Will Buckley,ENG,1989
Will Hughes,ENG,1995
Will Keane,IRL,1993
Will Norris,ENG,1993
Willem Geubbels,FRA,2001
Willi Orban,HUN,1992
William,BRA,1995
William Carvalho,POR,1992
William Matheus,BRA,1990
William Remy,FRA,1991
William Saliba,FRA,2001
William Smallbone,IRL,2000
William Thomas Fish,ENG,2003
William Troost-Ekong,NGA,1993
William Vainqueur,FRA,1988
Willian,BRA,1988
Willian Jose,BRA,1991
Willy Boly,CIV,1991
Willy Caballero,ARG,1981
Wilson Isidor,FRA,2000
Wilson Kamavuaka,COD,1990
Winston Reid,NZL,1988
Wisdom Amey,ITA,2005
Wissam Ben Yedder,FRA,1990
Wladimiro Falcone,ITA,1995
Wojciech Szczęsny,POL,1990
Wout Faes,BEL,1998
Wout Weghorst,NED,1992
Wu Lei,CHN,1991
Wuilker Farinez,VEN,1998
Wylan Cyprien,FRA,1995
Xabi Alonso,ESP,1981
Xabi Irureta,ESP,1986
Xabi Prieto,ESP,1983
Xabier Etxeita,ESP,1987
Xande Silva,POR,1997
Xaver Schlager,AUT,1997
Xavi,ESP,1980
Xavi Quintilla,ESP,1996
Xavi Simons,NED,2003
Xavi Torres,ESP,1986
Xavier Chavalerin,FRA,1991
Xeka,POR,1994
Xesc Regis,ESP,1996
Xherdan Shaqiri,SUI,1991
Ximo Navarro,ESP,1990
Xisco,ESP,1986
Xisco Campos,ESP,1982
Yacine Adli,FRA,2000
Yacine Bammou,MAR,1991
Yacouba Sylla,MLI,1990
Yakou Meite,CIV,1996
Yan Brice Eteki,CMR,1997
Yan Valery,TUN,1999
Yangel Herrera,VEN,1998
Yanis Ammour,FRA,1999
Yanis Lhery,FRA,2003
Yann Aurel Bisseck,GER,2000
Yann Bodiger,FRA,1995
Yann Gboho,FRA,2001
Yann Jouffre,FRA,1984
Yann Karamoh,FRA,1998
Yann Kermorgant,FRA,1981
Yann M'Vila,FRA,1990
Yann Sommer,SUI,1988
Yanni Regasel,GER,1996
Yannick Bolasie,COD,1989
Yannick Cahuzac,FRA,1985
Yannick Carrasco,BEL,1993
Yannick Gerhardt,GER,1994
Yannick Sagbo,CIV,1988
Yannik Keitel,GER,2000
Yannis Clementia,MTQ,1997
Yannis Salibur,FRA,1991
Yassin Fekir,FRA,1997
Yassin Fortune,FRA,1999
Yassine Benrahou,FRA,1999
Yassine Benzia,ALG,1994
Yassine Bounou,MAR,1991
Yassine El Ghanassy,BEL,1990
Yassine Jebbour,MAR,1991
Yaw Yeboah,GHA,1997
Yaya Sanogo,FRA,1993
Yaya Soumare,FRA,2000
Yaya Toure,CIV,1983
Yayah Kallon,SLE,2001
Yehvann Diouf,FRA,1999
Yeltsin Tejeda,CRC,1992
Yeni Ngbakoto,COD,1992
Yeray Alvarez,ESP,1995
Yeremi Pino,ESP,2002
Yerry Mina,COL,1994
Yevhen Konoplyanka,UKR,1989
Yevhen Shakhov,UKR,1990
Yildirim Mert Cetin,TUR,1997
Yoan Cardinale,FRA,1994
Yoan Gouffran,FRA,1986
Yoane Wissa,COD,1996
Yoann Andreu,FRA,1989
Yoann Court,FRA,1990
Yoann Etienne,FRA,1997
Yoann Gourcuff,FRA,1986
Yoann Salmier,GUF,1992
Yoann Touzghar,TUN,1986
Yoann Wachter,GAB,1992
Yoel,ESP,1988
Yoel Armougom,FRA,1998
Yohan Benalouane,TUN,1987
Yohan Cabaye,FRA,1986
Yohan Mollo,FRA,1989
Yohann Pele,FRA,1982
Yohann Riviere,FRA,1984
Yordan Osorio,VEN,1994
Yoric Ravet,FRA,1989
Yoshinori Mutl,JPN,1992
Youcef Atal,ALG,1996
Younes Belhanda,MAR,1990
Younes Kaabouni,FRA,1995
Younes Kaboul,FRA,1986
Younn Zahary,COM,1998
Younousse Sankhare,SEN,1989
Youri Tielemans,BEL,1997
Youssef Ait Bennasser,MAR,1996
Youssef Benali,MAR,1995
Youssef El-Arabi,MAR,1987
Youssef En-Nesyri,MAR,1997
Youssef Maziz,FRA,1998
Youssouf Fofana,FRA,1999
Youssouf Hadji,MAR,1980
Youssouf Kone,MLI,1995
Youssouf Mulumbu,COD,1987
Youssouf Sabaly,SEN,1993
Youssoufa Moukoko,GER,2004
Yrondu Musavu-King,GAB,1992
Yun Il-lok,KOR,1992
Yun Suk-young,KOR,1990
Yunis Abdelhamid,MAR,1987
Yunus Malli,TUR,1992
Yunus Musah,USA,2002
Yuri Berchiche,ESP,1990
Yussuf Poulsen,DEN,1994
Yusuf Sari,TUR,1998
Yusuf Yazici,TUR,1997
Yuto Nagatomo,JPN,1986
Yuya Kubo,JPN,1993
Yuya Osako,JPN,1990
Yvan Neyou,CMR,1997
Yvann Macon,FRA,1998
Yves Bissouma,MLI,1996
Yvon Mvogo,SUI,1994
Zacharie Boucher,FRA,1992
Zack Steffen,USA,1995
Zakaria Bakkali,BEL,1996
Zakarie Labidi,FRA,1995
Zakarya Bergdich,MAR,1989
Zan Celar,SVN,1999
Zan Majer,SVN,1992
Zargo Toure,SEN,1989
Zaydou Youssouf,FRA,1999
Zdravko Kuzmanovic,SRB,1987
Ze Castro,POR,1983
Ze Eduardo,BRA,1991
Zeki Celik,TUR,1997
Zeki Fryers,ENG,1992
Zeljko Brkic,SRB,1986
Zhang Chengdong,CHN,1989
Zinedine Ferhat,ALG,1993
Zinedine Machach,FRA,1996
Zinedine Ould Khaled,FRA,2000
Zlatan Ibrahimovic,SWE,1981
Zlatko Junuzovic,AUT,1987
Zoltan Stieber,HUN,1988
Zouhair Feddal,MAR,1989
Zoumana Camara,FRA,1979
